,page,section,date,roundup,bulletin_url,bulletin_mps
150,https://web.archive.org/web/20211123224737/https://www.ons.gov.uk/peoplepopulationandcommunity/healthandsocialcare/conditionsanddiseases/articles/coronaviruscovid19/latestinsights,2.0,['23 November 2021'],"['COVID-19 antibodies increased in those aged 70 years and over', 'In the week beginning 1 November 2021, the percentage of adults testing positive for coronavirus (COVID-19) antibodies remained high across all age groups and increased in those aged 70 years and over across the UK. This is likely as a result of the vaccination booster programme.', 'An estimated\u202f92.8% of the adult population\u202fof\u202fEngland, 91.4% in Wales, 93.3% in', 'Northern Ireland and 92.5% in Scotland, \u202fwould have\u202ftested positive for COVID-19 antibodies in the week beginning 1 November 2021.', 'The presence of antibodies suggests a person previously had COVID-19 or has been vaccinated.', 'The survey does not include people in hospitals, care homes and/or other communal establishments.']","[{'text': 'Read more in Coronavirus (COVID-19) Infection Survey: antibody and vaccination data, UK', 'link': 'https://www.ons.gov.uk/peoplepopulationandcommunity/healthandsocialcare/conditionsanddiseases/bulletins/coronaviruscovid19infectionsurveyantibodyandvaccinationdatafortheuk/latest'}]",placeholder
151,https://web.archive.org/web/20211123224737/https://www.ons.gov.uk/peoplepopulationandcommunity/healthandsocialcare/conditionsanddiseases/articles/coronaviruscovid19/latestinsights,3.0,['23 November 2021'],"['COVID-19 mortality rate in England falls for first time since May', 'The age-standardised mortality rate (ASMR) for deaths due to coronavirus (COVID-19) in England fell significantly in October 2021; the first decrease since May 2021.', 'In October 2021, there were 43,435 deaths registered in England, which is 2,883 deaths (7.1%) above the five-year average (between 2015 and 2019) for this month.', 'There were 2,993 deaths registered in Wales, which is 2590 deaths (9.5%) more than the October five-year average.', 'COVID-19 was the third leading cause of death in England (accounting for 5.6% of all deaths registered), and Wales (9.5% of all deaths).', 'The ASMR for deaths due to COVID-19 decreased significantly to 50.8 deaths per 100,000 people in October 2021 (compared with 64.4 in September 2021), after adjusting for the size and age of the population.', 'In Wales, the ASMR increased to 97.6 deaths per 100,000 people in October 2021 (compared with 89.6 in September 2021), but this increase was not statistically significant.']","[{'text': 'Read the full bulletin on Monthly mortality analysis, England and Wales: October 2021', 'link': 'https://www.ons.gov.uk/releases/monthlymortalityanalysisenglandandwalesoctober2021'}]",placeholder
152,https://web.archive.org/web/20211123224737/https://www.ons.gov.uk/peoplepopulationandcommunity/healthandsocialcare/conditionsanddiseases/articles/coronaviruscovid19/latestinsights,4.0,['19 November 2021'],"['Infections continue to fall in England and Wales', 'Coronavirus (COVID-19) infections continued to decrease in England and Wales in the week ending 13 November 2021. An estimated 824,900 people would have tested positive in England, and around 55,800 people in Wales.', 'The percentage of people testing positive remained level in Scotland. In Northern Ireland, the trend was uncertain in the most recent week.', 'The estimated percentage of people living in private households (not in hospitals, care homes and/or other communal establishments) that had COVID-19 in the most recent week was:', ' - 1.51% in England (1 in 65 people), compared with 1.70% (1 in 60 people) the week before', ' - 1.84% in Wales (1 in 55 people), compared with 2.13% (1 in 45 people) the week before', ' - 1.53% in Northern Ireland (1 in 65 people), compared with 1.35% (1 in 75 people) the week before', ' - 1.06% in Scotland (1 in 95 people), compared with 1.18% (1 in 85 people) the week before', 'In England, the percentage of people testing positive has decreased in children and younger adults and remained level among older age groups. In Wales and Scotland, there were signs of a decrease in infections among those of secondary school age. In Northern Ireland, the positivity rate in secondary school ages appeared to increase.']","[{'text': 'Read the latest Coronavirus (COVID-19) Infection Survey bulletin', 'link': 'https://www.ons.gov.uk/peoplepopulationandcommunity/healthandsocialcare/conditionsanddiseases/bulletins/coronaviruscovid19infectionsurveypilot/latest'}]",placeholder
153,https://web.archive.org/web/20211127062038/https://www.ons.gov.uk/peoplepopulationandcommunity/healthandsocialcare/conditionsanddiseases/articles/coronaviruscovid19/latestinsights,1.0,['26 November 2021'],"['Infections increased in Northern Ireland and Scotland', 'Coronavirus (COVID-19) infections increased in Northern Ireland and Scotland in the week ending 20 November 2021, with 1 in 50 and 1 in 70 people testing positive for COVID-19 respectively.', 'The trends were uncertain in England and Wales in the most recent week.', 'The estimated percentage of people living in private households (not in hospitals, care homes and/or other communal establishments) that had COVID-19 in the most recent week was:', ' - 1.58% in England (1 in 65 people), compared with 1.51% (1 in 65 people) the week before', ' - 1.95% in Wales (1 in 50 people), compared with 1.84% (1 in 55 people) the week before', ' - 2.03% in Northern Ireland (1 in 50 people), compared with 1.53% (1 in 65 people) the week before', ' - 1.44% in Scotland (1 in 70 people), compared with 1.06% (1 in 95 people), the week before', 'In England, the infection rate increased in those in School Year 12 to age 24 years and those aged 25 to 34 years in the week ending 20 November 2021. Trends were uncertain for all other age groups in the latest week.']","[{'text': 'Read the latest Coronavirus (COVID-19) Infection Survey bulletin', 'link': 'https://www.ons.gov.uk/peoplepopulationandcommunity/healthandsocialcare/conditionsanddiseases/bulletins/coronaviruscovid19infectionsurveypilot/latest'}]",placeholder
154,https://web.archive.org/web/20211127062038/https://www.ons.gov.uk/peoplepopulationandcommunity/healthandsocialcare/conditionsanddiseases/articles/coronaviruscovid19/latestinsights,2.0,['26 November 2021'],"['Coronavirus drives sixfold increase in winter deaths in 2020 to 2021', 'A sixfold increase in excess winter deaths in England and Wales in 2020 to 2021 was mostly driven by the timings of coronavirus (COVID-19) fatalities.', 'The majority of these COVID deaths happened in the non-winter months of 2020 (April to July) and winter months of 2021 (December 2020 to March 2021). This contributes to the unusually high estimated excess winter deaths of 63,000 in the latest winter; 6.1 times higher than winter 2019 to 2020, which saw an unusually low number of 10,320 excess winter deaths.', 'The number of excess winter deaths in 2020 to 2021 is also the highest since 1969 to 1970.', 'COVID-19 was the leading cause of excess winter mortality (EWM) during 2020 to 2021, accounting for 84.0% (England) and 82.9% (Wales) of all excess winter deaths, with 574.1% (49,200) and 467.5% (2,900) more deaths in the winter period than the non-winter period in England and Wales respectively.']","[{'text': 'Read the article on excess winter mortality in England and Wales', 'link': 'https://www.ons.gov.uk/releases/excesswintermortalityinenglandandwales2020to2021provisionaland2019to2020final'}]",placeholder
155,https://web.archive.org/web/20211127062038/https://www.ons.gov.uk/peoplepopulationandcommunity/healthandsocialcare/conditionsanddiseases/articles/coronaviruscovid19/latestinsights,3.0,['24 November 2021'],"['Three in four people self-isolated after positive COVID-19 test', 'Around three quarters (75%) of individuals who tested positive for COVID-19 fully adhered to isolation requirements throughout the full self-isolation period, according to data collected between 1 and 6 November 2021.', 'This has remained stable since June but is a decrease from 86% in May 2021.', 'Adherence was lower between onset of symptoms and receiving a positive test result (71%), compared with 24 hours following a positive result (98%) and the remainder of the self-isolation period (93%).', 'Just over a third (34%) of those who tested positive reported that self-isolation had a negative effect on their well-being and mental health.']","[{'text': 'Read the bulletin on coronavirus and self-isolation after testing positive in England', 'link': 'https://www.ons.gov.uk/peoplepopulationandcommunity/healthandsocialcare/healthandwellbeing/bulletins/coronavirusandselfisolationaftertestingpositiveinengland/latest'}]",placeholder
156,https://web.archive.org/web/20211127062038/https://www.ons.gov.uk/peoplepopulationandcommunity/healthandsocialcare/conditionsanddiseases/articles/coronaviruscovid19/latestinsights,4.0,['24 November 2021'],"['Calls to domestic abuse helpline up during lockdowns', 'Peaks in the average number of calls to the National Domestic Abuse Helpline coincided with each of the three longest national lockdowns in England.', 'In the year ending March 2021, the number of callers to the helpline, run by the charity Refuge, in England increased by 22% to 49,756 compared with 40,859 in the year ending March 2020.', 'A quarterly split of data for January 2020 to June 2021 showed that a spike in calls to the helpline from Quarter 1 (Jan to Mar) 2020 to Quarter 2 (Apr to June) 2021 were concurrent with the three longest national lockdowns in England.', 'This is not necessarily indicative of an increase in the number of victims, but perhaps an increase in the severity of abuse being experienced, and a lack of available coping mechanisms.', 'Our overview also revealed that the number of police recorded domestic abuse-related crimes in England and Wales rose 6% in the year ending March 2021, from 798,607 in the year ending March 2020 to 845,734. This continues a trend seen in previous years.', 'The data also showed that, broken down by month, the percentage of domestic abuse-related crimes recorded by police in England and Wales was generally higher for each month in 2020 compared with the same months in 2018 and 2019. The largest percentages were generally seen in the months corresponding with the strictest restrictions of the first and third national lockdowns in April and May 2020 and then January and February 2021.']","[{'text': 'Read the bulletin of Domestic abuse in England and Wales overview: November 2021', 'link': 'https://www.ons.gov.uk/releases/domesticabuseinenglandandwalesoverviewnovember2021'}]",placeholder
157,https://web.archive.org/web/20211127062038/https://www.ons.gov.uk/peoplepopulationandcommunity/healthandsocialcare/conditionsanddiseases/articles/coronaviruscovid19/latestinsights,5.0,['23 November 2021'],"['UK coronavirus (COVID-19) deaths similar to previous week', 'The number of deaths from all causes in the UK in the week ending 12 November 2021 was 13,780. This is 17.4% above the average for the corresponding week from 2015 to 2019. Deaths were above the five-year average in all UK countries.', 'Of all deaths registered in the week ending 12 November, 1,197 involved coronavirus (COVID-19), which is three more deaths than the previous week. Deaths involving COVID-19 accounted for around 1 in 12 deaths (8.7%). UK total deaths include non-residents.', 'The number of deaths from COVID-19 rose in England, compared with the previous week, and fell in Wales.', 'Between 13 March 2020 and 12 November 2021, there have been 125,909 excess deaths above the five-year average in England and Wales; of these, 120,738 were in England, with 6,396 in Wales.', 'Our data are based on deaths registered in England and Wales and include all deaths where “novel coronavirus (COVID-19)” was mentioned on the death certificate. Weekly figures are available by\u202flocal authority and health board.']","[{'text': 'Read the latest bulletin on deaths registered in England and Wales', 'link': 'https://www.ons.gov.uk/peoplepopulationandcommunity/birthsdeathsandmarriages/deaths/bulletins/deathsregisteredweeklyinenglandandwalesprovisional/latest'}]",placeholder
158,https://web.archive.org/web/20211129100801/https://www.ons.gov.uk/peoplepopulationandcommunity/healthandsocialcare/conditionsanddiseases/articles/coronaviruscovid19/latestinsights,1.0,['29 November 2021'],"['One in five students have had COVID-19 during the pandemic', 'Just over one in five students (21%) have had COVID-19 at some point during the coronavirus pandemic, which was confirmed with a positive test.', 'This is according to the latest findings from the Student COVID-19 Insights Survey (SCIS) in England, covering the period from 5 to 15 November 2021.', 'The majority (89%) of students said they had already had at least one dose of a coronavirus vaccine, similar to late October (91%).', 'Almost half (49%) of students reported taking a COVID-19 test in the last seven days, while 9 in 10 students (90%) said they would request a test if they developed COVID-19 symptoms.', 'Meanwhile, the proportion of students feeling lonely often or always is 17%, significantly higher than 16- to 29-year-olds (9%) and the adult population in Great Britain (7%).', '3 in 10 (30%) students reported that their mental health and wellbeing had worsened since the start of the Autumn 2021 term, similar to late October (32%).']","[{'text': 'Read the latest bulletin on Coronavirus and higher education students in England', 'link': 'https://www.ons.gov.uk/releases/coronavirusandhighereducationstudentsengland5to15november2021'}]",placeholder
159,https://web.archive.org/web/20211203121719/https://www.ons.gov.uk/peoplepopulationandcommunity/healthandsocialcare/conditionsanddiseases/articles/coronaviruscovid19/latestinsights,1.0,['3 December 2021'],"['Infections increase in most parts of the UK', 'Coronavirus (COVID-19) infections increased in England, Scotland and Northern Ireland in the most recent week of the Coronavirus Infection Survey. The trend in Wales was uncertain in the most recent week.', 'Data for England, Scotland and Wales is for the week ending 27 November 2021. In Northern Ireland data is for the week ending 24 November 2021.', 'To date, we have not identified any infections compatible with the new Omicron variant among our survey participants.', 'The estimated percentage of people living in private households (not in hospitals, care homes and/or other communal establishments) that had COVID-19 in the most recent week was:', ' - 1.65% in England (1 in 60 people), compared with 1.58% (1 in 65 people) the week before', ' - 2.11% in Wales (1 in 45 people), compared with 1.95% (1 in 50 people) the week before', ' - 2.24% in Northern Ireland (1 in 45 people), compared with 2.03% (1 in 50 people) the week before', ' - 1.58% in Scotland (1 in 65 people), compared with 1.44% (1 in 70 people) the week before', 'In England, the percentage of people testing positive for COVID-19 increased among those aged 2 years to school Year 6 and those aged 35 to 49 years. Positivity rates decreased for those aged 70 years and over.']","[{'text': 'Read the latest Coronavirus (COVID-19) Infection Survey bulletin', 'link': 'https://www.ons.gov.uk/peoplepopulationandcommunity/healthandsocialcare/conditionsanddiseases/bulletins/coronaviruscovid19infectionsurveypilot/latest'}]",placeholder
160,https://web.archive.org/web/20211203121719/https://www.ons.gov.uk/peoplepopulationandcommunity/healthandsocialcare/conditionsanddiseases/articles/coronaviruscovid19/latestinsights,2.0,['3 December 2021'],"['Most fully vaccinated adults likely to take a booster jab', 'About 9 in 10 (90%) adults who have had two doses of a COVID-19 vaccine said they would be “very likely” or “fairly likely” to have a booster vaccine if offered to them, while 5% said they would be “very unlikely” or “fairly unlikely” to have a booster vaccine if offered.', 'According to data from the most recent Opinions and Lifestyle Survey around a third (34%) of adults report having had two coronavirus (COVID-19) vaccinations and a booster.', 'Over 8 in 10 (84%) adults said they wore a face covering when outside their home in the past seven days, according to data collected between 18 and 28 November 2021 (before new measures against the Omicron variant came into effect).', 'Most adults reported wearing a face covering while shopping (71%) and on public transport (70%). However , few people had seen most others doing the same (just 19% and 21% in each respective setting).', 'Fewer than 1 in 10 (7%) adults had been asked to show proof of COVID-19 vaccination or a recent negative COVID-19 test in the past seven days (excluding for travel abroad).']","[{'text': 'Read the latest bulletin on Coronavirus and the social impacts on Great Britain', 'link': 'https://www.ons.gov.uk/peoplepopulationandcommunity/healthandsocialcare/healthandwellbeing/bulletins/coronavirusandthesocialimpactsongreatbritain/latest'}]",placeholder
161,https://web.archive.org/web/20211203121719/https://www.ons.gov.uk/peoplepopulationandcommunity/healthandsocialcare/conditionsanddiseases/articles/coronaviruscovid19/latestinsights,3.0,['2 December 2021'],"['Over 25,000 excess care resident deaths in 2020 in England and Wales', 'COVID-19 was the second highest leading cause of death in both male and female care home residents in England and Wales in 2020.', 'According to data from the Deaths in the care sector, England and Wales: 2020 release, 17.8% of male deaths in care homes and 14.2% of female deaths were caused by COVID-19. In Wales 19.1% of male deaths and 14.0% of female deaths were caused by COVID-19.', ""The leading cause of deaths in care homes in 2020 was dementia and Alzheimer's disease in both England and Wales. In England, 26.0% of male deaths and 34.3% of female deaths were caused by the diseases, meanwhile in Wales 26.6% of male deaths and 35.4% female deaths had the same cause."", 'In England there were 155,376 deaths of care home residents in 2020, which is an increase of 18.5% compared with 2019 (131,149 deaths) and 18.3% compared with the five-year average between 2015 and 2019.', 'In Wales there were 8,236 deaths of care home residents in 2020, which is an increase of 20.3% compared to 2019 (6,849 deaths) and 17% compared with the five-year average between 2015 and 2019 (7,041 deaths).']","[{'text': 'Read the full bulletin on deaths in the care sector, England and Wales, 2020', 'link': 'https://www.ons.gov.uk/releases/deathsinthecaresectorenglandandwales2020'}]",placeholder
162,https://web.archive.org/web/20211203121719/https://www.ons.gov.uk/peoplepopulationandcommunity/healthandsocialcare/conditionsanddiseases/articles/coronaviruscovid19/latestinsights,4.0,['2 December 2021'],"['Almost 1 in 50 people in the UK living with long COVID', 'Around 1.2 million people living in private households in the UK were experiencing self-reported long COVID as of 31 October 2021.', 'This is around 1.9% of the population and almost 1 in 50 people. This number was roughly the same as it was on 2 October 2021.', 'Self-reported long COVID occurs when symptoms that are not explained by another health condition continue for more than four weeks after a person’s initial infection.', 'Of those with self-reported long COVID, more than a third (36%) had (or believed they had) been initially infected with coronavirus (COVID-19) at least one year earlier.', 'Symptoms limited the daily activities of close to two-thirds (64%) of those who self-reported long COVID. Close to one in five (19%) said their ability to do daily activities had been ""limited a lot"".']","[{'text': 'Read the full bulletin on Prevalence of ongoing symptoms following COVID-19 infection in the UK', 'link': 'https://www.ons.gov.uk/releases/prevalenceofongoingsymptomsfollowingcoronaviruscovid19infectionintheuk2december2021'}]",placeholder
163,https://web.archive.org/web/20211203121719/https://www.ons.gov.uk/peoplepopulationandcommunity/healthandsocialcare/conditionsanddiseases/articles/coronaviruscovid19/latestinsights,5.0,['1 December 2021'],"['Deaths involving coronavirus (COVID-19) fall in the UK', 'The number of deaths from all causes in the UK in the week ending 19 November 2021 was 13,743. This is 16.4% above the average for the corresponding week from 2015 to 2019.', 'Of all deaths registered in the week ending 19 November, 1,088 involved coronavirus (COVID-19), which is 110 fewer deaths than the previous week. Deaths involving COVID-19 accounted for around 1 in 13 deaths (7.9%). UK total deaths include non-residents.', 'The number of deaths involving COVID-19 fell in England, compared with the previous week, and rose in Wales.', 'Between 13 March 2020 and 19 November 2021, there have been 127,656 excess deaths above the five-year average in England and Wales; of these, 122,372 were in England and 6,515 were in Wales.', 'Our data are based on deaths registered in England and Wales and include all deaths where “novel coronavirus (COVID-19)” was mentioned on the death certificate. Weekly figures are available by\u202flocal authority and health board.']","[{'text': 'Read the latest bulletin on deaths registered in England and Wales', 'link': 'https://www.ons.gov.uk/peoplepopulationandcommunity/birthsdeathsandmarriages/deaths/bulletins/deathsregisteredweeklyinenglandandwalesprovisional/latest'}]",placeholder
164,https://web.archive.org/web/20211203121719/https://www.ons.gov.uk/peoplepopulationandcommunity/healthandsocialcare/conditionsanddiseases/articles/coronaviruscovid19/latestinsights,6.0,['1 December 2021'],"['1 in 50 deaths of homeless people in 2020 involved COVID-19', 'There were an estimated 688 deaths of homeless people in England and Wales in 2020, of which 13 (1.9%) involved coronavirus (COVID-19).', 'The majority of deaths of homeless people involving COVID-19 occurred during the first wave of the coronavirus pandemic.', 'In an earlier analysis, which included deaths where the registered address of the deceased was a hotel, [16 deaths of possible homeless people involving COVID-19 were registered up to 26 June 2020][1].', 'While the precise numbers are slightly different, both datasets indicate that COVID-19 was not a leading cause of death among homeless people in 2020.', 'The total number of deaths of homeless people fell in 2020 compared with 2019 (778 deaths); this was the first annual decline since 2014. However, the fall was not statistically significant.', 'Figures for 2020 may underestimate the true number of deaths of homeless people because of the impact of the Everyone In scheme, which has provided homeless people with emergency accommodation during the pandemic. It is difficult to identify deaths of homeless people housed under this scheme.']","[{'text': 'Read our bulletin about deaths of homeless people in England and Wales', 'link': 'https://www.ons.gov.uk/peoplepopulationandcommunity/birthsdeathsandmarriages/deaths/articles/coronavirusanddeathsofhomelesspeopleenglandandwalesdeathsregisteredupto26june2020/2020-07-10'}]",placeholder
165,https://web.archive.org/web/20211203121719/https://www.ons.gov.uk/peoplepopulationandcommunity/healthandsocialcare/conditionsanddiseases/articles/coronaviruscovid19/latestinsights,7.0,['1 December 2021'],"['Risk of reinfection higher during the Delta-dominant period', 'The risk of reinfection was higher in the Delta-dominant period (after 17 May 2021) than during the Alpha-dominant period (before 17 May 2021).', 'The reinfection rate is also higher for those with a long-term health condition and those is younger age groups, although the risk remains low.', 'People working in the education sector are more likely to test positive for coronavirus (COVID-19) than other working adults.', 'Those living in a household with someone aged 16 years or under are also more likely to test positive. The higher risk is likely related to the recent high infection levels among school aged children.', 'The data from the fortnight ending 14 November 2021 also reveal that people who reported receiving three vaccinations (including booster vaccinations) were “less likely” to test positive than those who received their second dose of Astra Zeneca or Pfizer more than 90 days ago.']","[{'text': 'Read the full bulletin on characteristics of people testing positive for COVID-19', 'link': 'https://www.ons.gov.uk/releases/coronaviruscovid19infectionsurveycharacteristicsofpeopletestingpositiveforcovid19uk1december2021'}]",placeholder
166,https://web.archive.org/web/20211208122704/https://www.ons.gov.uk/peoplepopulationandcommunity/healthandsocialcare/conditionsanddiseases/articles/coronaviruscovid19/latestinsights,1.0,['8 December 2021'],"['Young adults did not recover from coronavirus pandemic anxiety', 'While most well-being measures had recovered to pre-coronavirus (COVID-19) levels by spring 2021, anxiety levels remained very high among those aged 20 to 24 years.', 'Between April and June 2021, anxiety levels in this age group were much higher than the national average (3.56 compared with 3.04 out of 10 respectively).', 'This is a reversal of the usual trend; anxiety levels are usually highest in middle age (between 45 and 59 years).', 'Employment rates among young people have been the most affected by the coronavirus pandemic, and those aged between 16 and 24 years were most likely to experience “lockdown loneliness” in the early months of the coronavirus pandemic.', 'Overall measures of personal well-being across the UK were among the lowest levels ever recorded during the first two waves of COVID-19 cases, with these data collected since 2011 shows.', 'By the end of the second wave (between April and June 2021), ratings for feeling that things done in life are worthwhile, happiness, and anxiety recovered to levels seen before the coronavirus pandemic (between October and December 2019).']","[{'text': 'Read the full bulletin on Personal well-being in the UK, quarterly: April 2011 to June 2021', 'link': 'https://www.ons.gov.uk/releases/personalwellbeingintheukquarterlyapril2011tomarch2021'}]",placeholder
167,https://web.archive.org/web/20211208122704/https://www.ons.gov.uk/peoplepopulationandcommunity/healthandsocialcare/conditionsanddiseases/articles/coronaviruscovid19/latestinsights,2.0,['8 December 2021'],"['COVID-19 antibodies remained high across the UK', 'An estimated 95.3% of the adult population in England, 93.9% in Wales, 91.6% in Northern Ireland and 95.0% in Scotland tested positive for COVID-19 antibodies in the week beginning 15 November 2021.', 'The presence of antibodies suggests a person previously had COVID-19 or has been vaccinated.', 'The percentage of people testing positive for antibodies has increased among those aged 65 years and over since early October 2021, as a result of the vaccination booster programme.', 'The survey does not include people in hospitals, care homes and/or other communal establishments.']","[{'text': 'Read more in Coronavirus (COVID-19) Infection Survey: antibody and vaccination data, UK', 'link': 'https://www.ons.gov.uk/peoplepopulationandcommunity/healthandsocialcare/conditionsanddiseases/bulletins/coronaviruscovid19infectionsurveyantibodyandvaccinationdatafortheuk/latest'}]",placeholder
168,https://web.archive.org/web/20211208122704/https://www.ons.gov.uk/peoplepopulationandcommunity/healthandsocialcare/conditionsanddiseases/articles/coronaviruscovid19/latestinsights,3.0,['8 December 2021'],"['Half of students took a COVID-19 test in the last 7 days', 'Half (50%) of students reported taking a coronavirus (COVID-19) test in the last 7 days, according to data collected between 19 and 29 November 2021.', 'The majority (91%) of students reported they would request a test if they developed COVID-19 symptoms, while 20% said they had had a COVID-19 infection confirmed with a positive test.', 'The data also revealed that nearly one quarter (24%) of students had zero hours of in-person teaching in the previous 7 days. This figure is consistent with the numbers seen in early November (27%) but significantly lower than late May (77%).', 'Over 4 in 10 students (43%) who were enrolled during the last academic year indicated that their academic performance has been better since the start of this year compared to the previous year.', 'The average life satisfaction score for students was 6.7, which was lower than the adult population in Great Britain (7.1), but similar to those aged 16 to 29 years (6.7).', 'Students were also more likely to report feeling lonely (14%) than the rest of the adult population (7%), while 11% of 16 to 29 year olds said they felt lonely.']","[{'text': 'Read the latest bulletin on coronavirus and higher education students in England', 'link': 'https://www.ons.gov.uk/peoplepopulationandcommunity/healthandsocialcare/healthandwellbeing/bulletins/coronavirusandhighereducationstudents/latest'}]",placeholder
169,https://web.archive.org/web/20211208122704/https://www.ons.gov.uk/peoplepopulationandcommunity/healthandsocialcare/conditionsanddiseases/articles/coronaviruscovid19/latestinsights,4.0,['7 December 2021'],"['UK coronavirus (COVID-19) deaths continue to fall', 'The number of deaths from all causes in the UK in the week ending 26 November 2021 was 13,150. This is 11.2% above the average for the corresponding week from 2015 to 2019.', 'Of all deaths registered in the week ending 26 November, 979 involved coronavirus (COVID-19), which is 111 fewer than the previous week. Deaths involving COVID-19 accounted for around 1 in 13 deaths (7.4%). UK total deaths include non-residents.', 'The number of deaths from COVID-19 fell in both England and Wales, compared with the previous week.', 'Between 13 March 2020 and 12 November 2021, there have been 128,740 excess deaths above the five-year average in England and Wales; of these, 123,343 were in England, and 6,638 in Wales.', 'Our data are based on deaths registered in England and Wales and include all deaths where “novel coronavirus (COVID-19)” was mentioned on the death certificate. Weekly figures are available by\u202flocal authority and health board.']","[{'text': 'Read the latest bulletin on deaths registered in England and Wales', 'link': 'https://www.ons.gov.uk/peoplepopulationandcommunity/birthsdeathsandmarriages/deaths/bulletins/deathsregisteredweeklyinenglandandwalesprovisional/latest'}]",placeholder
170,https://web.archive.org/web/20211208122704/https://www.ons.gov.uk/peoplepopulationandcommunity/healthandsocialcare/conditionsanddiseases/articles/coronaviruscovid19/latestinsights,5.0,['7 December 2021'],"['2020 saw highest recorded rise in deaths from alcohol misuse', 'In 2020, there were 8,974 deaths directly caused by alcohol misuse registered in the UK, equal to 14 per 100,000 people.', 'These are described as alcohol-specific deaths.', 'The alcohol-specific death rate in 2020 was 18.6% higher than in 2019. That is the highest yearly rise since the time series began in 2001.', '2020 saw a statistically significant increase in alcohol-specific deaths, after staying broadly stable between 2012 and 2019.', 'In line with previous years, death rates for alcohol-specific deaths were more than twice as high among men than women (19 and 9.2 deaths per 100,000).', 'The death rate rose across all four UK nations, but statistically significant increases were only seen in Scotland and England.', 'The highest death rates for alcohol-specific deaths in 2020 were seen in Scotland and Northern Ireland (21.5 and 19.6 per 100,000 people).']","[{'text': 'Read the full bulletin on alcohol-specific deaths in the UK, registered in 2020', 'link': 'https://www.ons.gov.uk/releases/alcoholspecificdeathsintheukregisteredin2020'}]",placeholder
171,https://web.archive.org/web/20211210122437/https://www.ons.gov.uk/peoplepopulationandcommunity/healthandsocialcare/conditionsanddiseases/articles/coronaviruscovid19/latestinsights,1.0,['10 December 2021'],"['Infection estimates present a mixed picture across the UK', 'The trend in the number of coronavirus (COVID-19) infections was uncertain in England and Northern Ireland in the week ending 1 December.', 'The estimates in Wales appeared stable and there was a decrease in Scotland.', 'This week, the reference week for England, Wales and Northern Ireland is 25 November to 1 December 2021. For Scotland, the reference week is 26 November to 2 December 2021.', 'The estimated number of people living in private households (not in hospitals, care homes and/or other communal establishments) that had COVID-19 in the most recent week was:', ' - England – 891,500 people, equating to 1 in 60 in the week ending 1 December 2021', ' - Wales – 60,300 people, equating to around 1 in 50 in the week ending 1 December 2021', ' - Northern Ireland – 39,300 people, equating to around 1 in 45 in the week ending 1 December 2021', ' - Scotland – 65,200 people, equating to around 1 in 80 in the week ending 2 December 2021.', 'The data surrounding Omicron variant infections is not yet sufficient to produce estimates.']","[{'text': 'Read the latest Coronavirus (COVID-19) Infection Survey bulletin', 'link': 'https://www.ons.gov.uk/peoplepopulationandcommunity/healthandsocialcare/conditionsanddiseases/bulletins/coronaviruscovid19infectionsurveypilot/latest'}]",placeholder
172,https://web.archive.org/web/20211215104159/https://www.ons.gov.uk/peoplepopulationandcommunity/healthandsocialcare/conditionsanddiseases/articles/coronaviruscovid19/latestinsights,1.0,['14 December 2021'],"['UK coronavirus (COVID-19) deaths continue to fall', 'The number of deaths from all causes in the UK in the week ending 3 December 2021 was 13,351. This is 13.1% above the average for the corresponding week from 2015 to 2019.', 'Of all deaths registered in the week ending 3 December, 909 involved coronavirus (COVID-19), which is 71 fewer than the previous week. Deaths involving COVID-19 accounted for around 1 in 15 deaths (6.8%). UK total deaths include non-residents.', 'The number of deaths from COVID-19 fell in both England and Wales, compared with the previous week.', 'Between 13 March 2020 and 3 December 2021, there have been 130,042 excess deaths above the five-year average in England and Wales; of these, 124,586 were in England, and 6,708 were in Wales.', 'Our data are based on deaths registered in England and Wales and include all deaths where “novel coronavirus (COVID-19)” was mentioned on the death certificate. Weekly figures are available by\u202flocal authority and health board.']","[{'text': 'Read the latest bulletin on deaths registered in England and Wales', 'link': 'https://www.ons.gov.uk/peoplepopulationandcommunity/birthsdeathsandmarriages/deaths/bulletins/deathsregisteredweeklyinenglandandwalesprovisional/latest'}]",placeholder
173,https://web.archive.org/web/20211219223309/https://www.ons.gov.uk/peoplepopulationandcommunity/healthandsocialcare/conditionsanddiseases/articles/coronaviruscovid19/latestinsights,1.0,['17 December 2021'],"['Rise in Omicron-compatible cases of coronavirus', 'The percentage of cases compatible with the Omicron variant of coronavirus (COVID-19) increased in England and Scotland. There were also early signs of an increase in Omicron-compatible cases in Wales.', 'There are not yet enough data to provide an estimate for Omicron-compatible cases in Northern Ireland.', 'Overall trends in coronavirus infections in England, Wales and Scotland were uncertain in the week ending 11 December 2021. The percentage of people testing positive decreased in Northern Ireland in the most recent week.', 'The estimated number of people living in private households (not in hospitals, care homes and/or other communal establishments) that had COVID-19 in the most recent week was:', ' - England – 936,000 people (1 in 60)', ' - Wales – 56,200 people (1 in 55)', ' - Northern Ireland – 37,100 people (1 in 50)', ' - Scotland – 67,100 people (1 in 80)']","[{'text': 'Read the latest Coronavirus (COVID-19) Infection Survey bulletin', 'link': 'https://www.ons.gov.uk/peoplepopulationandcommunity/healthandsocialcare/conditionsanddiseases/bulletins/coronaviruscovid19infectionsurveypilot/latest'}]",placeholder
