,page,roundup,bulletin_url,bulletin_mps,rougef1,len_ratio
15,https://web.archive.org/web/20210221140121/https://www.ons.gov.uk/economy/economicoutputandproductivity/output/articles/ukeconomylatest/2021-01-25,"Retail sales dropped in January 2021, but not as low as during the first lockdown
In January 2021, retail sales volumes decreased by 8.2% when compared with December 2020 as tighter nationwide coronavirus (COVID-19) restrictions affected sales. The amount spent also fell by 7.8%.
During January, widespread restrictions on non-essential retail were in place in England, Scotland and Wales, which feedback from retailers suggests had an effect on sales.
However, the impact of the January lockdown was not as large as that seen during the first full month of restrictions in April 2020. Retail sales volumes in January were 5.5% lower than pre-pandemic levels in February 2020. In April 2020, sales fell by 22.2% compared with February.
The proportion of shopping carried out online reached record levels in January, to 35.2% of all sales. This is an increase of 5.6 percentage points compared with December 2020, and an increase of 15.7 percentage points compared with January 2020.
Analysis| Data
",https://www.ons.gov.uk/businessindustryandtrade/retailindustry/bulletins/retailsales/january2021,"In January 2021, retail sales volumes decreased by 8.2% when compared with December 2020 as tighter nationwide coronavirus (COVID-19) restrictions affected sales.
Retail sales volumes were 5.5% lower than before the pandemic in February 2020 indicating that the impact of restrictions on the retail sector was not as large as that seen in April 2020 during the first full month of retail restrictions when sales fell by 22.2% when compared with levels before the pandemic.
All sectors saw a monthly decline in volume sales in January 2021 except for non-store retailers and food stores, who reported growth of 3.7% and 1.4% respectively when compared with December 2020.
In the three months to January 2021, retail sales volume fell by 4.9% when compared with the previous three months, with strong declines in both clothing stores and automotive fuel.
The proportion spent online soared to 35.2% in January 2021, the highest on record; this compares with 29.6% in December 2020 and 19.5% reported in January 2020.
All store types reported an increase in their proportion of online spending in January 2021 when compared with December 2020; with food stores reaching an historic high of 12.2% of sales conducted online.
",0.35757575262883384,1.2212212212212212
123,https://web.archive.org/web/20211210142312/https://www.ons.gov.uk/economy/economicoutputandproductivity/output/articles/ukeconomylatest/2021-01-25,"Record low in young unemployed people
Survey data of people aged 16 to 24 years show an estimated 269,000 young people were NEET and looking for and available for work in the period from July to September 2021.
There were also record lows for the number of young men who were NEET and unemployed (163,000) and the number of young people aged 18 to 24 years old in the same category (255,000).
Young people are classed as unemployed when they are looking for and available for work. Those who were either not looking for work or not available for work were classified as ‘economically inactive’.
At the same time as this decrease in ‘NEET and unemployed’, there was a record quarterly increase of 70,000 in the number of young people in the UK who were ‘NEET and economically inactive’, currently estimated to be 421,000.
Overall, around 10% of all young people aged 16 to 24 were NEET in the three months to September 2021. Read the latest bulletin on Young people not in education, employment or training (NEET).
🠕 Back to the top
",https://www.ons.gov.uk/employmentandlabourmarket/peoplenotinwork/unemployment/bulletins/youngpeoplenotineducationemploymentortrainingneet/november2021,"There was an increase in the number of young people in the UK who were not in education, employment or training (NEET) after two periods of significant decreases and is currently estimated to be 689,000.
The percentage of all young people who were NEET in July to September 2021 was estimated at 10.1%, up by 0.9 percentage points on the quarter (April to June 2021), but still down 0.9 percentage points compared with pre-coronavirus (COVID-19) levels in October to December 2019.
Of all young men in the UK who were NEET in July to September 2021, an estimated 44.3% were looking for, and available for work and therefore classified as unemployed, a record low; the remainder were either not looking for work and/or not available for work and were classified as economically inactive.
There were an estimated 269,000 young people in the UK who were NEET and unemployed in July to September 2021, which is a record low; with NEET and unemployed men at a record low of 163,000.
There were an estimated 255,000 young people in the UK who were NEET and unemployed aged 18 to 24 years, a record low for the series.
There was a record quarterly increase of 70,000 in the number of young people in the UK who were NEET and economically inactive, currently estimated to be 421,000.
",0.3654484999958058,1.2364341085271318
124,https://web.archive.org/web/20211210142312/https://www.ons.gov.uk/economy/economicoutputandproductivity/output/articles/ukeconomylatest/2021-01-25,"Loss of travel during pandemic drives UK trade in services fall
Global trade in services continues to be subdued by the effects of the coronavirus pandemic and its impact on travel and global supply chains.
Businesses are also facing some impacts from the change in trading rules following EU exit earlier this year, although it is still too early to reach a conclusion about longer-term impacts on UK trade.
In Quarter 2 (April to June) 2021, total imports and exports were down 29.3% and 14.2% respectively, when compared with the same quarter in 2019.
Download the data for UK exports and imports of services, EU, and non-EU (XLSX, 15KB)
Weaker travel services was the main driver of the fall in services trade; total exports of travel services declined £6.9 billion (negative 66.8%) and imports £11.1 billion (negative 80.6%) in Quarter 2 2021 compared with Quarter 2 2019.
Although trade in services values are still below those before the pandemic, overall exports and imports of services have both risen slightly in Quarter 2 2021 (2.1% and 3.8% respectively compared with the previous quarter), with trade to the EU increasing by more than non-EU trade.
🠕 Back to the top
",https://www.ons.gov.uk/releases/theimpactsofeuexitandcoronaviruscovid19onuktradeinservicesnovember2021,"In Quarter 2 (April to June) 2021, service exports and imports both increased from the previous quarter (2.1% and 3.8% respectively); trade with the European Union (EU) increased by more than non-EU trade.
UK trade in services remained below pre-coronavirus (COVID-19) levels in Quarter 2 2021; when compared with the same quarter in 2019, service exports and imports were down 14.2% and 29.3% respectively.
Over this two-year period, service exports to the EU were 20.3% lower compared with non-EU countries, which were 10.5% lower; imports of services from the EU were 43.7% lower, while imports from non-EU countries were 16% lower.
One-third (33%) of businesses that reported experiencing challenges with exporting services said the main cause was the coronavirus pandemic compared with just 7% for businesses exporting goods only.
Businesses importing goods only reported experiencing more challenges from both the coronavirus pandemic and the end of the EU transition period (50%), compared with only 12% of those importing services.
Weaker travel services was the main driver of the fall in services trade; total exports of travel services declined £6.9 billion (negative 66.8%) and imports £11.1 billion (negative 80.6%) in Quarter 2 2021 compared with Quarter 2 2019.
",0.39226518837031843,1.0822033898305086
103,https://web.archive.org/web/20211101034726/https://www.ons.gov.uk/economy/economicoutputandproductivity/output/articles/ukeconomylatest/2021-01-25,"Earnings are returning to something like their long-term trend over the last few years
Median weekly pay for full-time employees was £611 in April 2021, up 4.3% on a year earlier. This is the highest rate of growth since 2008.
The rise in pay marks the continuation of a pre-pandemic upward trend, with compositional and base effects likely to be affecting the year-on-year growth rate. In July, we published a blog: How COVID-19 has impacted the Average Weekly Earnings data, which explains the complexities of interpreting earnings data in the current climate.
Pay increased for most workers in 2021, but particularly those that were most affected by the pandemic in 2020, such as younger employees, men and the lowest-paid occupations.
The proportion of low-paid employee jobs (based on hourly pay) fell to 14.2% in 2021, which is the lowest since the series began in 1997.
The gender pay gap was 7.9% in April 2021, continuing the downward trend; it increased from 7.0% in April 2020 but was down from 9.0% in April 2019. The pay gap remains much larger among employees aged 40 years and over than for those aged below 40 years.
Meanwhile, the average number of paid hours increased by 1.5% between 2020 and 2021, after falling by 1.4% between 2019 and 2020. Employees who lost hours in 2020 were the biggest drivers of the increase in 2021, such as those in the accommodation and food industry, those aged 16 to 17 years, and those in elementary occupations.
🠕 Back to the top
",https://www.ons.gov.uk/releases/employeeearningsintheuk2021,"Interpreting average earnings data is difficult at the moment; in July we published a blog: How COVID-19 has impacted the Average Weekly Earnings data, which explains the complexities of interpreting earnings data in the current climate; compositional and base effects are likely to affect the growth rates, as the data for April 2020 was affected by both the coronavirus (COVID-19) pandemic, in terms of wages and hours worked in the economy, and also disruption to the collection of data from businesses; this means that comparisons with 2020 need to be treated with caution, and we would encourage users to focus on long-term trends rather than year on year changes.
Median weekly pay for full-time employees was £611 in April 2021, up 4.3% on a year earlier; this growth is the highest since 2008. 
Across all jobs, median weekly earnings in April 2021 increased by 5.3% from a year earlier on a nominal basis; when adjusted for inflation, they increased 3.6% in real terms over the year; between April 2019 and April 2020 they remained unchanged in nominal terms and decreased by 0.9% in real terms. 
Pay increased for most workers in 2021, but particularly those that were most affected by the pandemic in 2020, most notably younger employees, men and the lowest-paid occupations.
The average number of paid hours increased by 1.5% between 2020 and 2021 after falling 1.4% between 2019 and 2020; employees who lost hours in 2020 are the biggest drivers of the increase in 2021, such as those in the accommodation and food industry, those aged 16 to 17 years, and those in elementary occupations.
The proportion of employees furloughed with reduced pay fell from 12% in 2020 to 6% in 2021; younger workers and those working in accommodation and food services and arts, entertainment and recreation were more likely to be furloughed with reduced pay when compared with workers in other occupations. 
In 2021 gross weekly earnings for full-time employees increased most in the lower paying occupations such process plant and machine operatives (9.1%) and elementary occupations (7.7%); skilled trades also saw a large increase (9%) after having the largest decrease between 2019 and 2020 (negative 6.5%); the highest paying occupations had the smallest increases between 2020 and 2021.
Gross weekly earnings for full-time employees increased in the construction industry (16.8%) mainly due to furloughing with loss of pay for this industry decreasing from 27% in 2020 to 5% in 2021; the accommodation and food services industry saw an increase of 4.6% despite high furlough rates with loss of pay in 2021 (45%).
",0.3974562750464184,1.7645074224021593
44,https://web.archive.org/web/20210419092543/https://www.ons.gov.uk/economy/economicoutputandproductivity/output/articles/ukeconomylatest/2021-01-25,"Homeworking went up by 9.4 percentage points in 2020
Of employed adults, 35.9% worked from home at some point during 2020, 9.4 percentage points higher than the level in 2019.
The average gross weekly pay of workers who had recently worked from home was about 20% higher in 2020 than those who had never worked from home in their main job, when controlling for other factors. Prior to the pandemic those who had recently or occasionally worked from home earnt on average 23.4% and 12.0% more than those who never worked from home, respectively.
During 2020 the hours worked by home workers changed. In the early part of the pandemic (April, Wave 1 2020) homeworkers tended to keep hours close to typical office hours. However, by September (Wave 2 2020), homeworking schedules had shifted later, and homeworkers were more likely to work in the evenings compared with those who worked away from home.
Download the data
Homeworkers had a much lower sickness rate in 2020. The sickness absence rate for workers doing any work from home was 0.9% on average in 2020, compared with 2.2% for those who never worked from home in their main job.
In 2020, people working from home worked more hours of unpaid overtime than those who never worked from home: around 6.0 hours compared with 3.6.
Analysis
",https://www.ons.gov.uk/releases/homeworkingintheukhoursopportunitiesandrewards,"Of the employed population, 35.9% did some work at home in 2020, an increase of 9.4 percentage points compared with 2019; this also includes a change in the type of people who worked from home in 2020.
The average gross weekly pay of employees who had recently worked from home was about 20% higher in 2020 than those who never worked from home in their main job, when controlling for other factors; this continues a long running trend.
Employees who mainly worked from home were less than half as likely to be promoted than all other employees between 2012 and 2017, when controlling for other factors.
Employees who mainly worked from home were around 38% less likely on average to have received a bonus compared with those who never worked from home between 2013 and 2020, when controlling for other factors.
People who completed any work from home did 6.0 hours of unpaid overtime on average per week in 2020, compared with 3.6 hours for those that never work from home.
There is considerable regional variation in homeworking, not all of which is explained by differences in the types of industries that operate in each region.
Homeworkers were more likely to work in the evenings compared with those who worked away from home in September 2020.
The sickness absence rate for workers doing any work from home was 0.9% on average in 2020, compared with 2.2% for those who never worked from home in their main job.
",0.39895012623390586,1.0975232198142415
7,https://web.archive.org/web/20210126114928/https://www.ons.gov.uk/economy/economicoutputandproductivity/output/articles/ukeconomylatest/2021-01-25,"The accommodation and food services sector has seen the greatest decrease in payrolled employees since February 2020
Early estimates for December 2020 indicate that the number of payrolled employees fell by 2.7% (or 793,000 people) compared with the same period the previous year.
In December, 828,000 fewer people were in payrolled employment when compared with February 2020. The largest increase in payrolled employees between February and December 2020 was in the health and social work sector (a rise of 82,000 employees) and largest decrease in the accommodation and food services sector (a fall of 343,000).
Download the data
",https://www.ons.gov.uk/employmentandlabourmarket/peopleinwork/earningsandworkinghours/bulletins/earningsandemploymentfrompayasyouearnrealtimeinformationuk/january2021,"The number of payrolled employees in the UK in November 2020 fell by 2.8%, compared with the same period of the previous year.
Early estimates for December 2020 indicate that the number of payrolled employees fell by 2.7% compared with December 2019, which is a fall of 793,000 employees.
In December 2020, 828,000 fewer people were in payrolled employment when compared with February 2020.
In December 2020, 52,000 more people were in payrolled employment when compared with November 2020.
Median monthly pay increased by 4.7% in November 2020, compared with the same period of the previous year.
Early estimates for December 2020 indicate that median monthly pay increased by 4.9%, compared with the same period of the previous year.
Annual growth in payrolled employees in December 2020 was the highest in Cornwall and Isles of Scilly (a fall of 0.9%) and lowest in London as a whole (a fall of 5.5%).
Annual growth in median pay for employees in December 2020 was highest in Northern Ireland (an increase of 7.2%) and lowest in the North Eastern Scotland (an increase of 3.3%).
Annual pay growth in the UK for employees was highest at the 10th percentile (positive 6.7%) and lowest at the 75th percentile (positive 4.0%) in the three months to November 2020, for the percentiles we have analysed.
The increase in payrolled employees between February and December 2020 was largest in the health and social work sector (a rise of 82,000 employees) and smallest in the accommodation and food services sector (a fall of 343,000).
Annual growth in median pay for employees in December 2020 was highest in the arts and entertainment sector (an increase of 7.1%) and lowest in the accommodation and food services sector (a decrease of 4.2%).
",0.41007193822887017,2.7472353870458135
128,https://web.archive.org/web/20220104094339/https://www.ons.gov.uk/economy/economicoutputandproductivity/output/articles/ukeconomylatest/2021-01-25,"Younger workers more likely to change occupation or become unemployed
The changing trends can be partially explained by movements in and out of occupations. In Quarter 2 (Apr to June) 2021, the majority (89.5%) of workers with a job a year ago remained in the same occupation major group, while 5.6% moved occupation, 1.5% became unemployed, and 3.2% were economically inactive.
This was broadly the same across the years from 2016. However, each age group behaved differently when looking at movements in and out of the workforce. Younger workers (those aged under 35 years) were more transient in the workforce, with a high number moving from a job or business and into unemployment in Quarter 2 2020 at the start of the coronavirus (COVID-19) pandemic.
Inactivity for workers aged 55 years and above also increased in the early stages of the pandemic (Quarter 2 2020) and while movements to inactivity were lower in the same quarter in 2021, inactivity remained higher than in 2019 before the coronavirus pandemic.
Quarter 2 2020 saw unusually low numbers of workers entering the workforce and high numbers leaving, creating conditions for potential labour shortages. Conversely, Quarter 2 2021 saw the highest influx since at least 2016 as the UK economy began to recover from the impact of the coronavirus pandemic.
Download the data for job adverts by category (XLSX, 12KB)
🠕 Back to the top
",https://www.ons.gov.uk/releases/changingtrendsandrecentshortagesinthelabourmarketuk2016to2021,"With a record 1.2 million job vacancies in the three months to November 2021, more than half of businesses who reported a worker shortage stated they were unable to meet demands.
Employment fell by 466,000 (1.4%) in the year ending September 2021, largely driven by younger workers (the number of workers aged 16 to 24 years fell by 201,000) and elementary occupations; employment had previously been rising by 0.9% on average in the four years prior.
The average age of those in employment has increased, with the number of younger workers (aged 16 to 34 years) falling by 2.5%, compared with the number of those aged 50 years and over falling 0.8% in the year ending September 2021. 
In Quarter 2 (Apr to June) 2021, the majority (89.5%) of workers with a job a year ago remained in the same occupation major group, while 5.6% moved occupation, 1.5% became unemployed and 3.2% became economically inactive; this was broadly the same across the years from 2016.
Younger workers (aged under 35 years) were more transient in the workforce, with a high number moving from a job or business and into unemployment in Quarter 2 2020 at the start of the coronavirus (COVID-19) pandemic.
Inactivity for workers aged 55 years and over increased in the early stages of the pandemic (Quarter 2 2020), and while movements to inactivity were lower in the same quarter in 2021, it remained higher than in 2019 before the pandemic.
The movement of workers into redundancy (including voluntary redundancies) in Quarter 2 2021 nearly doubled for those aged 55 years and over, compared with the previous year; early retirement also saw an increase during this period.
",0.4488017379554872,1.1809728183118742
49,https://web.archive.org/web/20210501142704/https://www.ons.gov.uk/economy/economicoutputandproductivity/output/articles/ukeconomylatest/2021-01-25,"Highest public sector borrowing in the financial year ending March 2021 since records began in 1947
This month we published our first provisional estimates of UK public sector finances for the financial year ending (FYE) March 2021.
UK public sector borrowing in FYE March 2021 was estimated to have been £303.1 billion, £246.1 billion more than in FYE March 2020.
While it was £24.3 billion less than official expectations (on a like for like basis), FYE March 2021 saw the highest public sector borrowing in any financial year since records began in 1947.
Borrowing makes up the shortfall between spending by the government and other public sector organisations, and their income such as taxes.
Central government tax receipts are estimated to have been £523.6 billion in FYE March 2021, £34.2 billion lower than in FYE March 2020, with notable falls in taxes on production such as Value Added Tax (VAT), Business Rates, and Fuel Duty.
Over the same period, central government bodies are estimated to have spent £941.7 billion on day-to-day activities (referred to as current expenditure) in FYE March 2021, £203.2 billion more than in FYE March 2020. This growth in spending includes the £78.2 billion cost of the coronavirus job support schemes: the Coronavirus Job Retention Scheme (CJRS) and Self-employment Income Support Scheme (SEISS).
This substantial increase in borrowing has led to a sharp increase in public sector net debt, which currently stands at 97.7% of gross domestic product (GDP), maintaining a level not seen since the early 1960s.
It is important to note that these are not final figures; they will be revised over the coming months as we replace our initial estimates with provisional and then final outturn data, and as more information on the effects of the coronavirus (COVID-19) pandemic becomes available.
",https://www.ons.gov.uk/economy/governmentpublicsectorandtaxes/publicsectorfinance/bulletins/publicsectorfinances/march2021,"This release presents the first provisional estimates of UK public sector finances for the latest full financial year ending (FYE) March 2021; these are not final figures and they will be revised over the coming months as we replace our initial estimates with provisional and then final outturn data, and as more information on the effects of the coronavirus (COVID-19) pandemic becomes available.
Public sector net borrowing (excluding public sector banks, PSNB ex) in the FYE March 2021 is estimated to have been £303.1 billion, £246.1 billion more than in the FYE March 2020 and the highest nominal public sector borrowing in any financial year since records began in the FYE March 1947.
Expressed as a ratio of gross domestic product (GDP), public sector net borrowing (excluding public sector banks, PSNB ex) in the FYE March 2021 was 14.5%, the highest such ratio since the end of World War Two, when in FYE March 1946 it was 15.2%.
Public sector net borrowing (excluding public sector banks, PSNB ex) in the FYE March 2021 is estimated to have been £24.3 billion less than the £327.4 billion expected by the Office for Budget Responsibility in their Economic and Fiscal outlook – March 2021 on a like for like basis.
Central government tax receipts are estimated to have been £523.6 billion in the FYE March 2021 (on a national accounts basis), £34.2 billion lower than in the FYE March 2020, with notable falls in taxes on production such as Value Added Tax (VAT), Business Rates and Fuel Duty.
Central government bodies are estimated to have spent £941.7 billion on day-to-day activities (current expenditure) in the FYE March 2021, £203.2 billion more than in the FYE March 2020; this includes £78.2 billion expenditure on Coronavirus job support schemes. 
Public sector net borrowing (excluding public sector banks, PSNB ex) is estimated to have been £28.0 billion in March 2021, £21.0 billion more than in March 2020, which is the highest March borrowing since monthly records began in 1993.
Public sector net debt (excluding public sector banks, PSND ex) was £2,141.7 billion at the end of March 2021 or around 97.7% of gross domestic product (GDP), maintaining a level not seen since the early 1960s.
Central government net cash requirement (excluding UK Asset Resolution Ltd and Network Rail) was £20.8 billion in March 2021, bringing the total for the FYE March 2021 to £334.5 billion, substantially more than in any other financial year period since records began in 1984. 
",0.5266903864986513,1.3560152422427871
137,https://web.archive.org/web/20220222092131/https://www.ons.gov.uk/economy/economicoutputandproductivity/output/articles/ukeconomylatest/2021-01-25,"Retail sales pick up in January after sharp December fall
Automotive fuel sales rose by 4.1% following a fall of 5.0% in December 2021, when increased home working and lower retail footfall reduced travel. Automotive fuel sales are 3.3% below their February 2020 levels.
The proportion of online retail sales fell to 25.3% in January 2022, its lowest proportion since March 2020 (22.7%). Despite a downward trend since peaking at 36.5% in February 2021, the percentage of retail sales made online is still higher than before the coronavirus pandemic (19.8% in February 2020).
Food store sales fell below pre-coronavirus levels for the first time, while non-food stores sales rose by 3.4% in January 2022. Home improvement sales picked up with increased sales in household goods and garden centres. Non-food sales were 1.1% below their February 2020 levels.
🠕 Back to the top
",https://www.ons.gov.uk/releases/retailsalesgreatbritainjanuary2022,"Retail sales volumes rose by 1.9% in January 2022 following a fall of 4.0% in December 2021 (revised down from a fall of 3.7%); sales volumes were 3.6% above their pre-coronavirus (COVID-19) February 2020 levels.
Non-food stores sales volumes rose by 3.4% in January 2022 as home improvement sales volumes picked up with increased sales in household goods and garden centres; non-food sales volumes were 1.1% below their February 2020 levels. 
Automotive fuel sales volumes rose by 4.1% in January 2022 following a fall of 5.0% in December when increased home working and lower retail footfall reduced travel; sales volumes in January 2022 were 3.3% below their February 2020 levels.
Food store sales volumes in January 2022 fell below pre-coronavirus levels for the first time and were 0.8% below where they were in February 2020.
The proportion of retail sales online fell to 25.3% in January 2022, its lowest proportion since March 2020 (22.7%), continuing a broad downward trend since its peak in February 2021 (36.5%); despite its downward trend, the percentage of retail sales made online was still higher than before the coronavirus pandemic (19.8% in February 2020).
",0.5838926124820955,1.3428571428571427
20,https://web.archive.org/web/20210225025520/https://www.ons.gov.uk/economy/economicoutputandproductivity/output/articles/ukeconomylatest/2021-01-25,"There is a large increase in the unemployment rate, while the employment rate continues to fall
Early estimates for January 2021 indicate that there were 28.3 million payrolled employees, a fall of 2.5% or 730,000 people, compared with the same period of the previous year. Compared with the previous month, the number of payrolled employees increased by 0.3% - equivalent to 83,000 people. Since February 2020, the number of payrolled employees has fallen by 726,000; however, the larger falls were seen at the start of the coronavirus (COVID-19) pandemic.
Data from our Labour Force Survey shows the unemployment rate continued to increase, while the employment rate continued to fall. Labour Force Survey (LFS) responses are weighted to official population projections. As the current projections are 2018-based they are based on demographic trends that pre-date the COVID-19 pandemic. Rates published from the LFS remain robust; however, levels and changes in levels should be used with caution.
The number of job vacancies in November 2020 to January 2021 was 26% lower than a year ago. This is an improvement on the position in summer 2020 when vacancies were down by nearly 60% year on year, but the rate of improvement has slowed in the past few months. Further restrictions and national lockdowns recently have had an impact on vacancies in some industries more than others, most notably the accommodation and food services industry.
Although total hours worked continued to increase from the low levels in the previous quarter, this increase slowed in the latest quarter.
The number of people temporarily away from work has fallen since its peak in April and May 2020, although it has increased slightly in November and December. The number of people away from work because of the pandemic and receiving no pay has also fallen since the start of the pandemic but risen slightly over the last two months.
Annual growth in average employee pay continued to strengthen; the growth is driven in part by compositional effects of a fall in the number and proportion of lower-paid employee jobs, and by increased bonuses, which had been postponed earlier in the year.
",https://www.ons.gov.uk/employmentandlabourmarket/peopleinwork/employmentandemployeetypes/bulletins/uklabourmarket/february2021,"Since February 2020, the number of payroll employees has fallen by 726,000; however, the larger falls were seen at the start of the coronavirus (COVID-19) pandemic, with the latest two months recording small increases. New analysis by age band shows that the 18 to 24 years age group has seen the greatest decrease in payrolled employees since February 2020.
Data from our Labour Force Survey (LFS) shows the unemployment rate continued to increase, while the employment rate continued to fall. Although total hours worked continued to increase from the low levels in the previous quarter, this increase slowed in the latest quarter. The number of people temporarily away from work has fallen since its peak in April and May 2020, although it has increased slightly in November and December. The number of people away from work because of the pandemic and receiving no pay has also fallen since the start of the pandemic but risen slightly over the last two months.
The number of job vacancies in November 2020 to January 2021 was 26% lower than a year ago. This is an improvement on the position in summer 2020 when vacancies were down by nearly 60% year on year, but the rate of improvement has slowed in the past few months. Further restrictions and national lockdowns recently have had an impact on vacancies in some industries more than others, most notably the accommodation and food services industry. 
Annual growth in average employee pay continued to strengthen; the growth is driven in part by compositional effects of a fall in the number and proportion of lower-paid employee jobs, and by increased bonuses, which had been postponed earlier in the year.
In January 2021, 83,000 more people were in payrolled employment when compared with December 2020; this is the second consecutive monthly increase.
In January 2021, 726,000 fewer people were in payrolled employment when compared with February 2020.
The UK employment rate, in the three months to December 2020, was estimated at 75.0%, 1.5 percentage points lower than a year earlier and 0.3 percentage points lower than the previous quarter.
The UK unemployment rate, in the three months to December 2020, was estimated at 5.1%, 1.3 percentage points higher than a year earlier and 0.4 percentage points higher than the previous quarter.
 The redundancy rate, in the three months to December 2020, was estimated at 12.3 people per thousand employees.
The Claimant Count increased in January 2021, to 2.6 million; this includes both those working with low income or hours, and those who are not working.
 There were an estimated 599,000 vacancies in the UK in November 2020 to January 2021; this is 211,000 fewer than a year ago and 64,000 more than the previous quarter.
 Growth in average total pay (including bonuses) among employees for the three months October to December 2020 increased to 4.7%, and growth in regular pay (excluding bonuses) also increased to 4.1%.
",0.611428566490653,1.3532934131736527
6,https://web.archive.org/web/20210126114928/https://www.ons.gov.uk/economy/economicoutputandproductivity/output/articles/ukeconomylatest/2021-01-25,"There is a large increase in the unemployment rate, while the employment rate continues to fall
Early estimates for December 2020 indicate that the number of payrolled employees fell by 2.7% compared with December 2019, which is a fall of 793,000 employees. Since February 2020, the number of payroll employees has fallen by 828,000; however, the larger falls were seen at the start of the coronavirus (COVID-19) pandemic.
Data from our Labour Force Survey shows a large increase in the unemployment rate while the employment rate continues to fall.
The number of people reporting redundancy in the three months prior to interview increased in September to November 2020 by a record 280,000 on the year to reach a record high of 395,000.
Although decreasing over the year, total hours worked increased from the low levels in the previous quarter, even with the September to November period covering a time when a number of coronavirus (COVID-19) lockdown measures were reintroduced.
The number of people temporarily away from work has fallen since its peak in April and May 2020, although it has risen slightly in November. The number of people away from work because of the pandemic and receiving no pay has also fallen since the start of the pandemic but risen slightly over the last month.
The vacancies recovery has slowed in October to December 2020 and are still below the levels seen before the coronavirus pandemic.
Annual growth in average employee pay continued to strengthen, but this growth is increasingly being driven by compositional effects of a fall in the number and proportion of lower-paid employee jobs. Current average pay growth rates are being impacted upwards by a fall in the number and proportion of lower-paid jobs compared with before the Coronavirus (Covid-19) pandemic.
",https://www.ons.gov.uk/employmentandlabourmarket/peopleinwork/employmentandemployeetypes/bulletins/uklabourmarket/january2021,"Since February 2020, the number of payroll employees has fallen by 828,000; however, the larger falls were seen at the start of the coronavirus (COVID-19) pandemic.
Data from our Labour Force Survey (LFS) show a large increase in the unemployment rate while the employment rate continues to fall. The number of redundancies reached a record high in September to November 2020, although the weekly data show it has dropped from the peak in September.
Although decreasing over the year, total hours worked increased from the low levels in the previous quarter, even with the September to November period covering a time when a number of coronavirus lockdown measures were reintroduced. The number of people temporarily away from work has fallen since its peak in April and May 2020, although it has risen slightly in November. The number of people away from work because of the pandemic and receiving no pay has also fallen since the start of the pandemic but risen slightly over the last month.
The vacancies recovery has slowed in October to December 2020 and these are still below the levels seen before the impact of the coronavirus pandemic. 
Annual growth in average employee pay continued to strengthen, but this growth is increasingly being driven by compositional effects of a fall in the number and proportion of lower-paid employee jobs. Current average pay growth rates are being impacted upwards by a fall in the number and proportion of lower-paid jobs compared with before the coronavirus pandemic; it is estimated that underlying wage growth – if the effect of this change in profile of jobs is removed – is likely to be under 2%.
The UK employment rate, in the three months to November 2020, was estimated at 75.2%, 1.1 percentage points lower than a year earlier and 0.4 percentage points lower than the previous quarter.
The UK unemployment rate, in the three months to November 2020, was estimated at 5.0%, 1.2 percentage points higher than a year earlier and 0.6 percentage points higher than the previous quarter.
In the three months to November 2020, the redundancy rate reached a record high of 14.2 per thousand.
Early estimates for December 2020 indicate that the number of payrolled employees fell by 2.7% compared with December 2019, which is a fall of 793,000 employees; since February 2020, 828,000 fewer people were in payrolled employment.
The Claimant Count increased slightly in December 2020, to 2.6 million; this includes both those working with low income or hours and those who are not working.
There were an estimated 578,000 vacancies in the UK in October to December 2020; this is 224,000 fewer than a year ago and 81,000 more than the previous quarter.
Growth in average total pay (including bonuses) among employees for the three months September to November 2020 increased to 3.6%, and growth in regular pay (excluding bonuses) also increased to 3.6%.
",0.6656050908191001,1.6068850638534147
